artifact_id,artifact_type,path,mutation_types,environments,risk_level,autonomy_mode,intent,confidence,canonical_status,owner_status,evidence_status,blocked_claims,next_action,matched_terms
ee699d803d74,script,scripts/bootstrap_environment_databases.sh,"database,broker_order",dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,present,missing,cannot claim canonical operating path | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:psql | database:db | database:CREATE | broker_order:ORDER
d565da9538c5,script,scripts/capture_api_baseline.sh,"database,configuration,broker_order","prod,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:schema | configuration:config | broker_order:orders
d55a6674ff52,script,scripts/check-data-relay-slo.sh,"infrastructure,runtime_shell","prod,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety,map to canonical automation or document exception,infrastructure:docker | runtime_shell:exec
0a2189b78292,script,scripts/check-directory-health.sh,"infrastructure,broker_order,runtime_shell",dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:Docker | broker_order:order | runtime_shell:sudo
05665206f787,script,scripts/check-hardcoded-secrets.sh,"deployment,infrastructure,configuration","prod,staging,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | infrastructure:docker | configuration:secrets | configuration:credentials
e643847d76cc,script,scripts/check-port-drift.sh,"database,infrastructure,configuration",dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:Update | infrastructure:docker | configuration:config
c7799d07e337,script,scripts/check-relay-backpressure.sh,"infrastructure,queue_stream","prod,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety,map to canonical automation or document exception,infrastructure:docker | queue_stream:queue
333a1e7fe105,script,scripts/check_all_services.sh,"infrastructure,configuration,broker_order","prod,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,infrastructure:docker | configuration:config | broker_order:order
8a5e264f13ef,script,scripts/check_public_schema_empty.sh,"database,infrastructure,broker_order,runtime_shell","staging,test,dev",low,observe,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:psql | database:schema | infrastructure:Docker | broker_order:order | runtime_shell:exec
39fa67fc9d72,script,scripts/code-quality-scan.sh,"database,infrastructure,configuration,queue_stream","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:database | database:delete | infrastructure:DOCKER | configuration:CONFIGURATION | configuration:secrets | queue_stream:Redis
228cc626fae9,script,scripts/config.sh,"deployment,configuration","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deploy | configuration:config
69fbd166aad5,script,scripts/continuous_demo_traffic.sh,none_detected,"prod,dev",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
7c7098aeb14e,script,scripts/copy_market_data.sh,"database,configuration,broker_order","prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:schema | database:Delete | configuration:credentials | broker_order:ORDER | broker_order:Trading
78c88044402b,script,scripts/daily_aggregation.sh,"database,infrastructure,runtime_shell",unknown,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:Create | infrastructure:docker | runtime_shell:exec
e999eb715a24,script,scripts/decrypt_mf_xls.sh,"database,configuration,broker_order,ai_agent",unknown,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:insert | configuration:config | configuration:Decrypt | broker_order:order | ai_agent:prompt
334d9af0255f,script,scripts/deploy-dev.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream","test,dev",high,prepare,operational_mutation,high,non_canonical_or_unknown,present,present,cannot claim canonical operating path | cannot claim autonomous execution readiness,map to canonical automation or document exception,deployment:deploy | database:database | database:Create | infrastructure:docker | configuration:Config | configuration:secrets | configuration:credentials | configuration:encryption | configuration:decrypt | broker_order:order | queue_stream:redis | queue_stream:stream
7aaea6535d3c,script,scripts/deploy-frontend.sh,"deployment,infrastructure,configuration,runtime_shell","test,dev",high,prepare,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,deployment:deploy | infrastructure:systemctl | infrastructure:nginx | configuration:Configuration | runtime_shell:sudo
cfec5f24d041,script,scripts/deploy-phase1.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream,runtime_shell","prod,staging,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deploy | database:database | database:Update | infrastructure:systemctl | infrastructure:SERVICE start | infrastructure:docker | configuration:Configuration | broker_order:order | queue_stream:Redis | runtime_shell:sudo
1bec18edb21a,script,scripts/deploy-staging.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream","prod,staging,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,present,present,cannot claim canonical operating path | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deploy | database:database | database:Create | infrastructure:docker | configuration:Config | configuration:secrets | configuration:credentials | configuration:encryption | configuration:decrypt | broker_order:order | queue_stream:redis | queue_stream:stream
f1dc70f35bc7,script,scripts/deploy.sh,"deployment,database,infrastructure,configuration,queue_stream","prod,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deploy | database:Database | infrastructure:docker | configuration:Configuration | queue_stream:Redis
2513f36709a5,script,scripts/deployment-gate.sh,"deployment,infrastructure,configuration,broker_order","prod,staging,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | deployment:Promote | infrastructure:docker | configuration:Configuration | configuration:secret | broker_order:Trading
7209fae372bb,script,scripts/detect_migration_regressions.sh,"database,infrastructure,configuration,broker_order,queue_stream,runtime_shell","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:Migration | database:Database | database:Create | infrastructure:docker | configuration:config | broker_order:order | broker_order:Kite | queue_stream:Redis | runtime_shell:exec
825526d83ded,script,scripts/envctl.sh,"infrastructure,configuration,queue_stream","prod,staging,test,dev",high,controlled_execute,canonical_control,high,canonical,present,present,cannot claim autonomous execution readiness,retain controlled execution with evidence,infrastructure:docker | configuration:config | configuration:secrets | queue_stream:redis
9588a1997f6e,script,scripts/final_health_check.sh,"configuration,broker_order","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,configuration:config | broker_order:order
e64256c99ffd,script,scripts/fix_config_service_encryption.sh,"database,infrastructure,configuration,runtime_shell",prod,critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:database | database:Delete | infrastructure:docker | configuration:Config | configuration:secrets | configuration:Encryption | configuration:decrypt | runtime_shell:exec
444a2e624b87,script,scripts/generate-fix-priority.sh,"database,configuration,broker_order,queue_stream","prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:Database | configuration:Config | configuration:Credentials | broker_order:Order | queue_stream:Redis
49e074ff8cee,script,scripts/generate_test_traffic.sh,none_detected,"prod,test,dev",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
55cee7888d0e,script,scripts/gh_repo.sh,runtime_shell,unknown,medium,recommend,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety,map to canonical automation or document exception,runtime_shell:exec
e1e493cd785d,script,scripts/go_live_verify.sh,"database,infrastructure,queue_stream,runtime_shell",dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:Database | infrastructure:docker | queue_stream:Redis | runtime_shell:exec
7fd4e8527984,script,scripts/governance/apply_prod_schema_to_envs.sh,database,"prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,present,missing,cannot claim canonical operating path | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:migration | database:schema | database:DROP
cd84d5df6144,script,scripts/governance/archive_readiness_evidence.sh,none_detected,"prod,staging,dev",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
22868d344de9,script,scripts/governance/backfill_news_impacts_recent.sh,"database,infrastructure,configuration,broker_order,runtime_shell","prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:database | database:DELETE | infrastructure:docker | configuration:config | broker_order:ORDER | runtime_shell:exec
10f553446303,script,scripts/governance/bootstrap_algo_engine_sdk_contracts_config.sh,configuration,"prod,staging,test,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,configuration:config
9c836fbe8ba9,script,scripts/governance/bootstrap_env_roles_and_grants.sh,database,prod,critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:DB | database:CREATE
b33ac1f6a206,script,scripts/governance/bootstrap_instrument_universe_config.sh,configuration,"prod,staging,test,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,configuration:config
966fe02e49a2,script,scripts/governance/bootstrap_model_inference_config.sh,configuration,"prod,staging,test",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,configuration:config
9a0aea3eb711,script,scripts/governance/bootstrap_support_service_config.sh,"database,configuration","prod,staging,test,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:database | configuration:config
0cbbb025aeba,script,scripts/governance/clean_non_runtime_artifacts.sh,none_detected,dev,low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
5c0dd62248fd,script,scripts/governance/install_daily_broker_smoke_cron.sh,none_detected,"prod,dev",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
dc2565ef249c,script,scripts/governance/install_fo_snapshot_hydrator_health_cron.sh,none_detected,"prod,dev",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
92ccc850ab8d,script,scripts/governance/install_market_open_live_certification_cron.sh,broker_order,"prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,broker_order:kite
95266bbce1a4,script,scripts/governance/install_repo_hygiene_cron.sh,none_detected,dev,low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,missing,cannot claim owner-approved | cannot claim evidence-backed safety,assign owner boundary,
f701eec0fb7c,script,scripts/governance/install_weekly_channel_services_pilot_cron.sh,none_detected,"prod,dev",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
8e227941c2b0,script,scripts/governance/install_weekly_hardening_reminder_cron.sh,runtime_shell,dev,medium,recommend,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,runtime_shell:shell
cfe7c2735298,script,scripts/governance/lib_config_urls.sh,none_detected,"prod,staging,test,dev",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
20fd8670e9a1,script,scripts/governance/mirror_prod_images_to_lower_envs.sh,"deployment,infrastructure,configuration,broker_order","prod,staging,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | infrastructure:docker | configuration:configuration | broker_order:order
032922fdeaf8,script,scripts/governance/promote_by_environment.sh,"deployment,infrastructure,configuration","prod,staging,test,dev",high,controlled_execute,canonical_control,high,canonical,missing_or_unknown,present,cannot claim owner-approved | cannot claim autonomous execution readiness,assign owner boundary,deployment:deployment | deployment:promote_by_environment | deployment:release | infrastructure:docker | configuration:config | configuration:credential | configuration:.Env
